,student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,Age_Group
375,S1375,0.4285714285714284,Male,1.1,2.1,3.6,Yes,97.3,8.0,Fair,6,Bachelor,Average,1,Yes,0.3265582655826558,"(15, 20]"
376,S1376,0.4285714285714284,Female,4.3,3.7,2.5,No,76.9,5.0,Poor,3,,Good,4,No,0.5352303523035231,"(15, 20]"
377,S1377,0.0,Female,2.7,3.6,0.9,No,86.9,7.2,Good,2,High School,Poor,6,Yes,0.5650406504065042,"(15, 20]"
378,S1378,0.1428571428571428,Male,1.7,1.0,1.7,No,78.4,7.8,Good,6,Bachelor,Good,6,No,0.5067750677506775,"(15, 20]"
379,S1379,0.0,Male,0.0,2.6,1.6,No,82.4,7.4,Good,5,High School,Average,3,No,0.09078590785907859,"(15, 20]"
380,S1380,1.0,Male,3.5,1.6,2.2,No,69.9,9.3,Good,0,Bachelor,Average,6,No,0.5623306233062331,"(20, 25]"
381,S1381,0.7142857142857144,Female,6.2,1.0,3.4,No,82.8,5.9,Poor,4,Bachelor,Good,10,No,1.0,"(20, 25]"
382,S1382,0.4285714285714284,Male,6.0,2.2,2.8,Yes,83.1,7.6,Good,0,Bachelor,Average,6,No,0.9566395663956639,"(15, 20]"
383,S1383,0.5714285714285716,Male,2.8,2.1,0.6,No,90.4,6.4,Good,2,High School,Poor,9,Yes,0.6070460704607046,"(20, 25]"
384,S1384,0.5714285714285716,Female,2.6,5.4,3.3,No,87.2,8.0,Good,1,High School,Poor,9,No,0.45528455284552843,"(20, 25]"
385,S1385,1.0,Male,4.2,3.0,2.1,No,73.0,6.5,Poor,4,Bachelor,Poor,2,No,0.5149051490514907,"(20, 25]"
386,S1386,0.2857142857142856,Female,2.0,0.8,2.6,No,95.8,6.0,Good,0,High School,Poor,4,No,0.2574525745257454,"(15, 20]"
387,S1387,0.8571428571428572,Male,4.0,1.8,3.4,No,87.1,8.1,Good,1,Bachelor,Poor,9,Yes,0.7682926829268293,"(20, 25]"
388,S1388,0.0,Male,4.6,3.7,0.6,No,87.0,5.9,Good,3,High School,Average,4,Yes,0.6368563685636857,"(15, 20]"
389,S1389,0.0,Male,5.3,5.0,1.8,No,84.9,4.8,Poor,2,High School,Average,8,No,0.7235772357723578,"(15, 20]"
390,S1390,0.2857142857142856,Female,3.3,0.6,1.2,Yes,79.8,5.9,Good,2,High School,Good,10,No,0.6341463414634148,"(15, 20]"
391,S1391,0.2857142857142856,Female,3.2,0.2,0.1,Yes,87.2,7.2,Good,4,,Average,3,No,0.6287262872628727,"(15, 20]"
392,S1392,1.0,Female,2.2,4.7,2.2,No,89.8,8.2,Good,0,High School,Poor,3,No,0.2574525745257454,"(20, 25]"
393,S1393,1.0,Male,2.3,3.0,4.6,No,67.5,6.6,Fair,3,Bachelor,Average,9,No,0.3468834688346884,"(20, 25]"
394,S1394,0.2857142857142856,Female,3.2,1.5,0.0,No,79.6,8.1,Good,5,Bachelor,Good,10,No,0.89159891598916,"(15, 20]"
395,S1395,0.4285714285714284,Male,4.1,3.1,1.8,No,82.5,4.9,Fair,4,High School,Good,8,No,0.6991869918699187,"(15, 20]"
396,S1396,1.0,Male,4.9,0.0,2.5,Yes,87.6,6.0,Fair,5,Master,Average,1,No,0.962059620596206,"(20, 25]"
397,S1397,0.7142857142857144,Female,2.3,2.5,1.9,Yes,96.9,6.2,Fair,4,Bachelor,Good,10,Yes,0.6192411924119243,"(20, 25]"
398,S1398,1.0,Male,5.7,2.9,1.7,No,77.3,6.4,Good,0,Master,Good,2,Yes,0.5813008130081301,"(20, 25]"
399,S1399,0.0,Male,3.1,3.6,0.4,No,80.0,6.6,Poor,3,Bachelor,Good,3,Yes,0.4525745257452575,"(15, 20]"
400,S1400,1.0,Male,3.5,1.3,2.1,No,79.9,7.3,Fair,0,Bachelor,Good,2,No,0.4634146341463415,"(20, 25]"
401,S1401,0.4285714285714284,Male,2.4,2.6,1.0,No,77.0,6.0,Good,2,,Good,3,Yes,0.29945799457994576,"(15, 20]"
402,S1402,0.2857142857142856,Male,0.0,1.4,0.0,No,81.5,6.7,Good,5,High School,Good,8,Yes,0.3238482384823849,"(15, 20]"
403,S1403,0.0,Female,4.8,2.8,3.1,No,92.7,6.4,Fair,1,,Good,6,No,0.6598915989159893,"(15, 20]"
404,S1404,1.0,Male,4.6,1.4,2.9,Yes,74.5,5.4,Good,6,Bachelor,Average,7,Yes,0.8048780487804879,"(20, 25]"
405,S1405,0.4285714285714284,Female,3.1,2.0,1.9,No,89.3,6.4,Good,2,High School,Good,10,Yes,0.5311653116531168,"(15, 20]"
406,S1406,0.7142857142857144,Female,3.6,1.3,2.1,No,68.0,6.3,Poor,2,Bachelor,Good,10,Yes,0.7615176151761518,"(20, 25]"
407,S1407,1.0,Male,4.3,3.3,3.0,No,79.4,6.3,Fair,5,High School,Poor,6,Yes,0.556910569105691,"(20, 25]"
408,S1408,0.4285714285714284,Male,1.2,3.5,2.0,No,81.7,6.5,Poor,4,Bachelor,Good,1,No,0.1097560975609756,"(15, 20]"
409,S1409,0.7142857142857144,Male,2.7,2.2,2.8,No,100.0,6.6,Fair,2,High School,Average,3,No,0.3631436314363144,"(20, 25]"
410,S1410,0.2857142857142856,Female,4.7,2.5,1.5,No,82.3,6.0,Fair,6,High School,Average,1,No,0.7018970189701896,"(15, 20]"
411,S1411,1.0,Male,1.6,0.8,3.2,Yes,63.0,8.0,Good,3,High School,Good,10,No,0.4336043360433605,"(20, 25]"
412,S1412,0.7142857142857144,Female,3.9,2.1,2.2,No,65.0,5.1,Good,2,High School,Average,9,No,0.6436314363143631,"(20, 25]"
413,S1413,0.0,Male,1.5,2.4,2.0,Yes,85.3,5.6,Poor,3,High School,Average,9,No,0.46205962059620603,"(15, 20]"
414,S1414,0.2857142857142856,Female,4.2,5.6,0.4,No,91.1,9.8,Poor,0,Bachelor,Poor,5,Yes,0.7113821138211383,"(15, 20]"
415,S1415,0.0,Male,3.4,1.2,2.1,Yes,88.8,5.3,Fair,4,,Average,4,Yes,0.570460704607046,"(15, 20]"
416,S1416,0.5714285714285716,Male,1.1,4.3,0.9,No,86.7,4.9,Fair,3,High School,Average,9,No,0.3211382113821139,"(20, 25]"
417,S1417,0.1428571428571428,Female,5.2,3.7,1.1,No,96.6,7.4,Fair,2,Bachelor,Average,9,Yes,1.0,"(15, 20]"
418,S1418,1.0,Female,2.4,2.8,0.9,No,79.6,4.0,Good,4,,Average,3,Yes,0.386178861788618,"(20, 25]"
419,S1419,0.7142857142857144,Male,2.3,4.6,0.6,No,93.9,6.2,Good,6,Master,Good,5,No,0.440379403794038,"(20, 25]"
420,S1420,0.1428571428571428,Female,3.8,2.9,4.1,Yes,68.7,9.1,Fair,4,Master,Good,3,No,0.6043360433604337,"(15, 20]"
421,S1421,0.1428571428571428,Female,5.2,3.0,3.3,No,76.0,4.6,Good,3,,Poor,10,Yes,0.8252032520325203,"(15, 20]"
422,S1422,0.7142857142857144,Female,2.0,2.4,3.9,No,66.9,4.1,Fair,3,High School,Good,2,Yes,0.044715447154471566,"(20, 25]"
423,S1423,0.2857142857142856,Female,3.6,4.0,0.5,No,82.3,4.7,Good,1,High School,Poor,1,No,0.3658536585365854,"(15, 20]"
424,S1424,1.0,Male,4.1,3.8,1.9,Yes,84.5,7.6,Fair,1,Bachelor,Poor,10,No,0.6341463414634148,"(20, 25]"
425,S1425,0.5714285714285716,Male,4.5,1.7,0.4,No,86.1,7.8,Poor,4,Bachelor,Poor,2,Yes,0.60840108401084,"(20, 25]"
426,S1426,0.0,Male,3.8,0.9,1.0,No,85.6,5.9,Good,5,Bachelor,Good,8,No,0.7411924119241193,"(15, 20]"
427,S1427,0.4285714285714284,Female,2.9,2.3,0.8,Yes,75.7,7.3,Fair,5,Bachelor,Good,8,No,0.6626016260162602,"(15, 20]"
428,S1428,0.0,Female,2.3,1.5,3.2,No,83.1,8.2,Good,1,High School,Average,3,No,0.35501355013550134,"(15, 20]"
429,S1429,0.4285714285714284,Male,3.6,2.4,1.4,No,70.0,8.6,Fair,2,Bachelor,Average,7,No,0.5609756097560976,"(15, 20]"
430,S1430,0.0,Male,1.9,4.0,3.0,No,98.6,6.2,Poor,0,Bachelor,Average,7,Yes,0.12872628726287272,"(15, 20]"
431,S1431,0.7142857142857144,Female,0.0,2.0,2.5,No,82.0,3.7,Poor,4,Bachelor,Average,2,No,0.050135501355013545,"(20, 25]"
432,S1432,0.5714285714285716,Other,4.2,2.4,4.3,No,80.1,5.5,Fair,0,Master,Good,9,No,0.6029810298102982,"(20, 25]"
433,S1433,1.0,Female,4.9,2.6,0.2,No,100.0,6.0,Good,1,Bachelor,Average,3,Yes,0.8550135501355014,"(20, 25]"
434,S1434,0.4285714285714284,Male,0.0,3.5,3.2,No,72.6,6.2,Fair,3,High School,Good,2,No,0.0,"(15, 20]"
435,S1435,1.0,Male,2.0,0.0,3.1,No,73.7,6.3,Good,6,High School,Average,3,Yes,0.43495934959349597,"(20, 25]"
436,S1436,1.0,Male,4.4,1.8,0.7,No,74.0,7.8,Good,4,High School,Good,2,Yes,0.7073170731707319,"(20, 25]"
437,S1437,1.0,Female,6.6,2.8,2.9,No,84.3,8.0,Good,1,,Good,8,No,1.0,"(20, 25]"
438,S1438,0.8571428571428572,Male,3.5,3.9,2.2,No,89.3,6.3,Fair,2,Master,Average,5,Yes,0.5501355013550135,"(20, 25]"
439,S1439,0.2857142857142856,Female,2.4,1.9,1.5,No,92.4,7.8,Good,6,High School,Good,3,No,0.5094850948509486,"(15, 20]"
440,S1440,0.0,Male,3.2,0.2,0.9,No,100.0,6.9,Fair,4,Bachelor,Good,5,No,0.6761517615176151,"(15, 20]"
441,S1441,1.0,Female,5.6,3.2,1.0,No,62.5,6.6,Fair,4,Bachelor,Average,8,No,0.7655826558265584,"(20, 25]"
442,S1442,0.0,Female,2.5,1.7,4.1,No,91.1,7.6,Poor,5,,Average,7,No,0.5257452574525745,"(15, 20]"
443,S1443,1.0,Female,2.3,1.1,1.8,Yes,79.4,6.6,Fair,3,Master,Good,6,No,0.5501355013550135,"(20, 25]"
444,S1444,0.4285714285714284,Male,2.8,1.8,2.7,No,79.1,9.0,Poor,4,Master,Average,1,Yes,0.5243902439024393,"(15, 20]"
445,S1445,0.2857142857142856,Male,2.1,2.3,0.9,No,78.8,4.8,Good,3,Bachelor,Poor,10,No,0.5,"(15, 20]"
446,S1446,0.2857142857142856,Male,3.7,1.8,0.9,Yes,75.9,5.9,Fair,1,High School,Average,1,No,0.4078590785907859,"(15, 20]"
447,S1447,0.7142857142857144,Female,5.9,0.0,3.0,No,100.0,6.3,Fair,2,High School,Good,1,Yes,0.9132791327913279,"(20, 25]"
448,S1448,0.8571428571428572,Female,4.0,3.6,0.3,No,93.4,7.0,Good,6,High School,Good,10,Yes,0.8902439024390245,"(20, 25]"
449,S1449,0.7142857142857144,Female,3.1,4.0,1.3,No,85.2,8.0,Fair,6,High School,Good,8,Yes,0.6476964769647697,"(20, 25]"
450,S1450,0.7142857142857144,Female,3.1,3.3,1.8,No,98.5,6.5,Fair,2,Bachelor,Average,8,No,0.49457994579945813,"(20, 25]"
451,S1451,0.7142857142857144,Female,1.2,1.1,1.9,No,69.9,4.8,Poor,4,Master,Poor,7,No,0.43902439024390255,"(20, 25]"
452,S1452,0.7142857142857144,Male,4.8,2.3,1.6,Yes,71.7,7.5,Good,4,Bachelor,Good,6,No,0.8550135501355014,"(20, 25]"
453,S1453,0.7142857142857144,Female,3.4,2.5,2.2,No,63.2,7.4,Poor,1,Master,Good,4,No,0.5040650406504066,"(20, 25]"
454,S1454,0.5714285714285716,Male,3.2,3.2,2.6,Yes,78.0,4.2,Fair,5,Bachelor,Poor,1,No,0.27777777777777785,"(20, 25]"
455,S1455,0.2857142857142856,Male,8.3,3.3,2.6,Yes,86.6,6.5,Fair,5,High School,Average,9,No,1.0,"(15, 20]"
456,S1456,0.7142857142857144,Female,3.9,1.6,0.7,Yes,86.0,4.6,Good,5,Master,Poor,1,No,0.5758807588075883,"(20, 25]"
457,S1457,1.0,Male,2.4,2.6,1.5,No,86.5,5.7,Good,3,High School,Good,4,No,0.443089430894309,"(20, 25]"
458,S1458,0.2857142857142856,Male,2.9,3.0,3.1,No,70.9,5.4,Good,5,Master,Good,3,No,0.4444444444444445,"(15, 20]"
459,S1459,0.2857142857142856,Female,5.2,4.2,2.8,Yes,93.0,7.5,Poor,2,High School,Good,7,No,0.7005420054200544,"(15, 20]"
460,S1460,0.1428571428571428,Male,3.7,3.3,0.3,Yes,87.4,6.6,Fair,6,High School,Good,5,No,0.6246612466124661,"(15, 20]"
461,S1461,0.5714285714285716,Female,1.3,3.4,2.2,No,92.3,5.0,Fair,6,Master,Poor,5,No,0.3184281842818429,"(20, 25]"
462,S1462,0.7142857142857144,Male,4.9,2.6,0.0,Yes,66.1,7.6,Poor,3,Bachelor,Good,4,No,0.7411924119241193,"(20, 25]"
463,S1463,0.0,Male,2.5,4.2,1.9,Yes,88.1,4.8,Fair,1,Master,Good,1,No,0.24796747967479676,"(15, 20]"
464,S1464,0.4285714285714284,Male,6.3,3.0,3.9,Yes,73.1,6.9,Fair,2,Master,Average,5,No,0.8008130081300813,"(15, 20]"
465,S1465,0.8571428571428572,Male,5.1,1.5,0.8,No,81.0,5.5,Fair,6,,Good,4,No,0.7723577235772359,"(20, 25]"
466,S1466,1.0,Female,2.8,4.2,0.9,No,90.3,6.1,Good,2,Bachelor,Average,10,No,0.4539295392953931,"(20, 25]"
467,S1467,0.0,Male,5.4,3.3,2.6,No,85.9,7.1,Fair,6,High School,Good,8,No,0.9742547425474255,"(15, 20]"
468,S1468,0.5714285714285716,Female,3.6,2.0,0.1,No,76.5,7.1,Good,0,Bachelor,Good,2,Yes,0.5501355013550135,"(20, 25]"
469,S1469,0.4285714285714284,Male,4.8,1.9,1.1,No,85.1,8.1,Fair,1,Bachelor,Good,8,Yes,0.9471544715447153,"(15, 20]"
470,S1470,0.5714285714285716,Female,4.2,2.9,2.5,No,69.7,6.4,Fair,1,High School,Good,1,No,0.4634146341463415,"(20, 25]"
471,S1471,1.0,Female,2.2,3.1,1.1,No,96.5,6.9,Fair,0,Bachelor,Poor,4,No,0.10298102981029811,"(20, 25]"
472,S1472,0.2857142857142856,Female,2.5,2.7,1.5,No,82.9,6.0,Poor,3,Bachelor,Average,3,No,0.405149051490515,"(15, 20]"
473,S1473,0.4285714285714284,Male,5.0,2.9,2.6,No,96.2,6.7,Poor,6,High School,Average,5,No,0.7371273712737128,"(15, 20]"
474,S1474,0.2857142857142856,Male,3.0,4.5,2.3,Yes,79.7,7.0,Fair,6,Bachelor,Good,5,No,0.35772357723577247,"(15, 20]"
475,S1475,1.0,Male,2.9,3.8,2.1,No,79.8,6.4,Good,6,Bachelor,Good,5,Yes,0.3509485094850949,"(20, 25]"
476,S1476,0.0,Female,2.1,2.7,1.4,No,77.4,4.3,Good,5,Master,Good,4,Yes,0.1856368563685637,"(15, 20]"
477,S1477,1.0,Male,4.1,3.6,2.2,No,93.8,6.9,Poor,5,High School,Poor,8,No,0.7831978319783197,"(20, 25]"
478,S1478,0.0,Female,6.6,1.3,1.7,No,77.9,6.9,Good,5,High School,Good,3,Yes,0.9688346883468835,"(15, 20]"
479,S1479,0.4285714285714284,Female,1.9,3.0,2.3,No,91.4,5.7,Good,5,Bachelor,Good,4,No,0.23170731707317077,"(15, 20]"
480,S1480,0.4285714285714284,Male,3.5,4.7,1.3,Yes,81.2,5.0,Good,5,,Good,1,No,0.402439024390244,"(15, 20]"
481,S1481,0.7142857142857144,Female,5.6,2.2,1.6,No,65.2,8.3,Good,0,Master,Poor,7,No,0.7913279132791327,"(20, 25]"
482,S1482,0.5714285714285716,Male,3.4,1.5,0.7,No,79.3,7.1,Fair,1,,Poor,1,No,0.5528455284552847,"(20, 25]"
483,S1483,0.7142857142857144,Male,4.2,1.7,1.8,No,73.2,6.2,Fair,3,Bachelor,Poor,2,No,0.6747967479674797,"(20, 25]"
484,S1484,0.5714285714285716,Female,1.9,1.2,0.9,No,85.3,5.1,Fair,2,Bachelor,Good,7,Yes,0.41598915989159896,"(20, 25]"
485,S1485,0.7142857142857144,Female,4.1,1.6,0.6,No,73.1,5.5,Fair,5,High School,Good,1,No,0.6951219512195121,"(20, 25]"
486,S1486,0.2857142857142856,Female,3.2,2.1,2.1,No,94.3,8.1,Fair,0,,Good,3,No,0.5853658536585367,"(15, 20]"
487,S1487,0.4285714285714284,Male,5.0,0.8,2.0,No,84.1,6.7,Fair,6,Bachelor,Average,6,Yes,0.9268292682926829,"(15, 20]"
488,S1488,0.0,Male,5.3,2.5,2.7,Yes,83.2,5.8,Good,3,Bachelor,Average,6,Yes,0.910569105691057,"(15, 20]"
489,S1489,0.5714285714285716,Female,7.4,3.6,1.3,No,91.6,7.1,Good,3,High School,Good,6,Yes,1.0,"(20, 25]"
490,S1490,1.0,Female,4.4,1.4,2.2,No,94.6,5.5,Good,3,Master,Good,2,Yes,0.5067750677506775,"(20, 25]"
491,S1491,0.5714285714285716,Female,4.0,4.3,2.4,No,84.8,8.3,Good,0,High School,Good,2,No,0.3631436314363144,"(20, 25]"
492,S1492,0.0,Male,3.8,3.1,2.3,No,77.3,8.1,Good,2,High School,Good,6,No,0.5636856368563685,"(15, 20]"
493,S1493,0.7142857142857144,Female,3.0,3.7,0.9,No,67.3,5.9,Poor,5,Bachelor,Average,10,No,0.6463414634146343,"(20, 25]"
494,S1494,0.5714285714285716,Male,4.0,1.7,2.0,No,78.1,5.7,Fair,3,High School,Good,5,No,0.5460704607046072,"(20, 25]"
495,S1495,0.8571428571428572,Male,3.1,3.5,2.2,No,78.8,3.4,Fair,0,Master,Good,7,No,0.3211382113821139,"(20, 25]"
496,S1496,0.2857142857142856,Female,3.8,1.2,1.8,No,86.1,4.7,Good,6,High School,Average,7,No,0.6463414634146343,"(15, 20]"
497,S1497,0.4285714285714284,Male,5.5,3.6,0.0,No,81.5,4.9,Fair,1,,Average,5,No,0.7330623306233062,"(15, 20]"
498,S1498,0.0,Female,2.0,2.7,2.0,No,91.9,6.7,Good,6,High School,Average,8,No,0.6165311653116532,"(15, 20]"
499,S1499,0.4285714285714284,Male,5.2,3.2,4.2,Yes,78.9,6.1,Poor,0,Bachelor,Poor,10,No,0.7737127371273713,"(15, 20]"
500,S1500,0.8571428571428572,Male,5.5,1.1,1.4,No,84.4,4.9,Fair,0,Bachelor,Good,6,No,0.7899728997289974,"(20, 25]"
501,S1501,0.5714285714285716,Female,3.3,1.4,1.0,No,96.8,6.2,Good,0,Bachelor,Poor,5,No,0.6598915989159893,"(20, 25]"
502,S1502,0.5714285714285716,Female,0.3,3.2,2.2,No,88.4,7.1,Poor,3,,Average,4,Yes,0.10569105691056913,"(20, 25]"
503,S1503,1.0,Female,2.6,1.4,2.1,Yes,84.4,7.1,Fair,0,High School,Average,7,No,0.4986449864498646,"(20, 25]"
504,S1504,0.8571428571428572,Female,5.4,3.1,3.1,No,79.0,4.2,Fair,1,Bachelor,Good,4,No,0.7005420054200544,"(20, 25]"
505,S1505,0.0,Female,3.5,0.9,0.4,No,78.7,6.3,Fair,3,,Average,5,Yes,0.6327913279132793,"(15, 20]"
506,S1506,1.0,Female,2.0,3.5,2.6,No,76.5,4.8,Good,6,Master,Good,5,No,0.3658536585365854,"(20, 25]"
507,S1507,0.2857142857142856,Female,2.7,1.0,2.4,No,79.6,7.6,Fair,1,,Poor,1,No,0.421409214092141,"(15, 20]"
508,S1508,1.0,Male,4.8,3.2,1.6,No,92.6,7.4,Fair,4,Bachelor,Poor,1,Yes,0.6829268292682926,"(20, 25]"
509,S1509,0.1428571428571428,Female,4.3,3.3,2.2,No,82.8,5.4,Poor,6,High School,Average,3,No,0.5203252032520325,"(15, 20]"
510,S1510,0.0,Male,3.1,1.7,2.9,Yes,71.5,5.6,Good,0,Bachelor,Average,3,Yes,0.3373983739837399,"(15, 20]"
511,S1511,0.1428571428571428,Other,2.9,3.2,2.8,No,100.0,5.9,Fair,5,High School,Average,2,No,0.4986449864498646,"(15, 20]"
512,S1512,0.8571428571428572,Female,2.9,2.8,0.5,No,88.2,3.8,Good,5,,Poor,2,Yes,0.4796747967479676,"(20, 25]"
513,S1513,0.7142857142857144,Male,2.1,1.9,2.7,Yes,70.9,6.9,Good,3,High School,Good,6,No,0.491869918699187,"(20, 25]"
514,S1514,0.1428571428571428,Female,5.9,1.3,1.7,No,80.6,6.2,Fair,5,High School,Good,1,Yes,0.8252032520325203,"(15, 20]"
515,S1515,0.2857142857142856,Female,3.0,0.1,1.9,No,86.1,7.7,Good,6,High School,Poor,6,Yes,0.7628726287262872,"(15, 20]"
516,S1516,1.0,Male,5.3,2.9,1.9,No,100.0,5.2,Good,3,Bachelor,Poor,5,Yes,0.7411924119241193,"(20, 25]"
517,S1517,0.7142857142857144,Female,5.8,0.6,1.6,No,73.9,5.8,Fair,6,Bachelor,Good,6,No,1.0,"(20, 25]"
518,S1518,1.0,Female,5.0,2.6,3.1,No,94.8,4.7,Poor,0,Bachelor,Good,5,No,0.7235772357723578,"(20, 25]"
519,S1519,0.1428571428571428,Male,2.9,2.2,1.7,Yes,99.0,5.3,Good,2,Bachelor,Average,7,No,0.6097560975609757,"(15, 20]"
520,S1520,1.0,Female,4.1,3.3,0.6,Yes,78.7,5.1,Good,2,Bachelor,Good,1,No,0.49457994579945813,"(20, 25]"
521,S1521,0.8571428571428572,Male,3.5,2.1,1.4,No,82.2,7.7,Fair,1,High School,Good,3,No,0.5149051490514907,"(20, 25]"
522,S1522,0.7142857142857144,Female,2.1,2.1,2.0,No,74.6,5.7,Fair,0,High School,Good,6,Yes,0.24254742547425484,"(20, 25]"
523,S1523,0.8571428571428572,Other,4.0,3.4,3.2,No,83.0,6.6,Good,5,High School,Average,1,No,0.48102981029810304,"(20, 25]"
524,S1524,0.1428571428571428,Female,1.7,2.9,2.5,No,84.6,6.0,Good,0,Bachelor,Average,7,Yes,0.1856368563685637,"(15, 20]"
525,S1525,0.8571428571428572,Male,5.3,2.9,0.9,No,91.6,5.0,Good,4,High School,Poor,4,No,0.7845528455284552,"(20, 25]"
526,S1526,0.2857142857142856,Female,2.8,3.1,4.5,No,95.9,6.3,Fair,2,,Good,3,No,0.19647696476964777,"(15, 20]"
527,S1527,0.1428571428571428,Female,3.8,0.7,2.1,No,77.5,7.2,Good,5,Bachelor,Good,10,No,0.7533875338753386,"(15, 20]"
528,S1528,0.1428571428571428,Male,3.9,3.4,3.2,No,65.3,5.1,Fair,6,High School,Average,9,Yes,0.6883468834688347,"(15, 20]"
529,S1529,0.1428571428571428,Female,3.1,3.2,1.6,No,84.8,7.5,Fair,6,Master,Good,1,No,0.5352303523035231,"(15, 20]"
530,S1530,0.0,Male,4.4,1.3,2.4,No,87.9,5.5,Good,2,Master,Good,8,Yes,0.7411924119241193,"(15, 20]"
531,S1531,1.0,Female,2.8,2.2,2.7,No,87.5,5.9,Good,0,,Good,1,Yes,0.28726287262872635,"(20, 25]"
532,S1532,0.0,Male,4.8,2.5,3.1,Yes,81.7,7.1,Fair,5,High School,Good,5,Yes,0.7696476964769647,"(15, 20]"
533,S1533,0.0,Male,1.5,2.3,3.0,No,86.2,5.7,Fair,1,High School,Good,10,No,0.3794037940379405,"(15, 20]"
534,S1534,0.2857142857142856,Male,3.7,2.9,2.8,No,100.0,6.5,Good,6,Bachelor,Average,8,No,0.7628726287262872,"(15, 20]"
535,S1535,0.7142857142857144,Female,6.4,4.2,1.5,Yes,88.8,6.1,Fair,0,High School,Good,6,No,0.7967479674796749,"(20, 25]"
536,S1536,1.0,Male,2.0,3.8,1.2,No,81.3,6.7,Good,1,Bachelor,Good,7,Yes,0.19241192411924118,"(20, 25]"
537,S1537,0.8571428571428572,Female,2.5,0.9,2.2,Yes,80.0,3.6,Good,5,Bachelor,Average,8,No,0.443089430894309,"(20, 25]"
538,S1538,0.5714285714285716,Male,4.3,3.2,2.8,No,83.3,4.3,Poor,2,High School,Poor,6,No,0.5596205962059622,"(20, 25]"
539,S1539,0.1428571428571428,Male,3.8,4.1,1.6,No,100.0,7.2,Good,4,,Good,6,Yes,0.7425474254742548,"(15, 20]"
540,S1540,0.8571428571428572,Female,4.0,3.0,3.0,No,83.2,7.7,Good,3,Bachelor,Average,6,Yes,0.6571815718157181,"(20, 25]"
541,S1541,0.1428571428571428,Female,4.2,3.8,3.4,Yes,84.8,5.4,Good,2,High School,Good,5,No,0.5582655826558267,"(15, 20]"
542,S1542,0.2857142857142856,Male,4.5,4.9,0.8,No,80.2,6.2,Good,1,Bachelor,Poor,8,No,0.6233062330623307,"(15, 20]"
543,S1543,0.1428571428571428,Female,5.2,3.7,0.9,No,96.0,6.9,Good,0,High School,Poor,2,No,0.6897018970189701,"(15, 20]"
544,S1544,0.0,Female,4.1,2.8,1.6,No,100.0,7.3,Poor,6,Bachelor,Average,7,No,0.8360433604336044,"(15, 20]"
545,S1545,1.0,Female,3.1,3.8,2.1,No,89.5,4.1,Fair,5,Master,Average,4,Yes,0.37804878048780494,"(20, 25]"
546,S1546,0.5714285714285716,Male,4.5,2.7,1.2,Yes,85.8,5.4,Good,2,Master,Good,1,Yes,0.49728997289972904,"(20, 25]"
547,S1547,0.4285714285714284,Male,6.3,2.5,3.3,No,85.4,6.1,Fair,6,High School,Good,5,No,0.9403794037940378,"(15, 20]"
548,S1548,0.1428571428571428,Female,3.3,2.1,2.3,No,61.2,7.3,Poor,6,High School,Poor,3,No,0.5542005420054201,"(15, 20]"
549,S1549,0.8571428571428572,Male,2.0,4.4,1.8,No,92.5,9.5,Good,4,Bachelor,Average,4,No,0.34281842818428193,"(20, 25]"
550,S1550,0.0,Female,5.2,1.5,0.2,Yes,86.3,6.2,Good,5,High School,Average,7,No,0.9715447154471546,"(15, 20]"
551,S1551,0.4285714285714284,Female,3.3,4.3,0.4,Yes,89.3,4.8,Poor,1,High School,Average,5,No,0.5528455284552847,"(15, 20]"
552,S1552,0.5714285714285716,Female,0.2,3.1,2.1,Yes,77.9,7.0,Good,5,Master,Good,4,Yes,0.07181571815718163,"(20, 25]"
553,S1553,0.4285714285714284,Female,4.8,0.8,0.0,No,81.2,8.1,Good,5,High School,Average,1,No,0.8373983739837398,"(15, 20]"
554,S1554,0.0,Other,2.7,2.9,2.9,No,80.9,6.6,Fair,0,,Poor,6,No,0.36856368563685643,"(15, 20]"
555,S1555,1.0,Male,3.4,0.0,1.6,No,95.2,5.4,Good,3,,Average,10,Yes,0.7750677506775068,"(20, 25]"
556,S1556,1.0,Female,4.0,3.3,5.4,No,81.2,7.6,Fair,6,Bachelor,Poor,6,No,0.7154471544715448,"(20, 25]"
557,S1557,0.7142857142857144,Male,3.8,3.6,4.3,No,100.0,7.3,Poor,1,Bachelor,Poor,7,Yes,0.5921409214092141,"(20, 25]"
558,S1558,1.0,Male,4.6,1.8,1.6,No,89.3,5.3,Fair,0,High School,Average,1,Yes,0.459349593495935,"(20, 25]"
559,S1559,0.7142857142857144,Female,2.8,2.6,1.7,No,72.2,7.0,Fair,6,High School,Good,4,No,0.5975609756097562,"(20, 25]"
560,S1560,0.4285714285714284,Female,4.3,4.8,2.9,Yes,83.7,7.7,Fair,3,High School,Good,9,No,0.7262872628726287,"(15, 20]"
561,S1561,0.2857142857142856,Other,3.1,1.9,3.7,No,78.5,7.9,Good,0,Bachelor,Good,10,Yes,0.5474254742547426,"(15, 20]"
562,S1562,0.8571428571428572,Female,4.6,1.2,0.0,No,63.1,6.4,Good,3,,Average,6,No,0.8875338753387534,"(20, 25]"
